,outlet_id,balance,total_quantity,total_price,order_frequency_avg,days_late_delivery_avg,days_until_delivery_avg,ordering_pattern_mode,high_qty_high_amt,high_qty_less_amt,less_qty_high_amt,less_qty_less_amt,beat_name,city,pin,state,outletcategory
0,498,0,144,43643,1,1,1,Frequent,3,0,0,0,,,,,
1,713,36453,8,1403,8,0,0,Frequent,9,0,6,1,Kolsewadi (Kalyan E),Kalyan,421306.0,MAHARASHTRA,Kirana / Grocery / General Store
2,1542,120363,6,1081,7,0,0,Frequent,2,0,6,11,Bhandari (Bhiwandi),Bhiwandi,421302.0,MAHARASHTRA,Kirana / Grocery / General Store
3,1697,0,6,1148,7,0,0,Frequent,1,0,9,9,Teen Batti (Bhiwandi),,,,
4,2032,0,8,1042,9,0,0,Frequent,1,0,0,2,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
5,2033,0,14,975,7,0,0,Frequent,1,0,0,2,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
6,2034,2060,12,1233,25,0,0,Frequent,4,0,0,2,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
7,2035,0,10,1424,7,0,0,Frequent,2,0,0,1,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
8,2036,0,14,1388,18,0,0,Frequent,2,0,1,0,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
9,2037,0,9,1277,29,0,0,Infrequent,2,0,0,2,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
10,2039,1187,7,1044,24,0,0,Frequent,2,0,0,2,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
11,2041,0,5,2030,43,0,0,Infrequent,1,0,2,1,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
12,2044,4142,5,1989,20,0,0,Frequent,1,0,3,2,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
13,2047,0,10,1435,58,0,0,Infrequent,2,0,1,0,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
14,2048,0,1,1454,31,0,0,Infrequent,0,0,2,0,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
15,2049,0,5,1411,21,0,0,Frequent,1,0,1,1,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
16,2050,0,10,1317,11,0,0,Frequent,3,0,2,1,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
17,2054,0,6,1287,23,0,0,Infrequent,1,0,1,1,Ram Vadi - Ashagadh - Savta,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
18,2064,0,5,1000,21,0,0,Frequent,1,0,0,3,Talasari,Dhanu,,MAHARASHTRA,Kirana / Grocery / General Store
19,2298,14900,22,3165,13,0,0,Frequent,7,0,4,0,Manor Road (Palghar E),Palghar,401404.0,MAHARASHTRA,Kirana / Grocery / General Store
20,2299,21852,15,2751,14,0,0,Regular,8,0,3,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
21,2300,14700,16,2427,15,0,0,Frequent,7,0,4,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
22,2301,17530,10,2246,14,0,0,Regular,6,0,5,1,Manor Road (Palghar E),Palghar,401404.0,MAHARASHTRA,Kirana / Grocery / General Store
23,2302,16146,18,3255,18,0,0,Frequent,5,0,3,1,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
24,2303,18342,15,2966,14,0,0,Regular,5,0,6,1,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
25,2304,14124,20,3439,18,0,0,Frequent,5,0,4,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
26,2306,20239,16,2733,11,0,0,Frequent,9,0,6,0,Manor Road (Palghar E),Palghar,401404.0,MAHARASHTRA,Kirana / Grocery / General Store
27,2307,19893,20,2983,15,0,0,Frequent,6,0,5,0,Manor Road (Palghar E),Palghar,401404.0,MAHARASHTRA,Oil Trader
28,2308,17010,17,2695,12,0,0,Frequent,9,0,3,1,Manor Road (Palghar E),Palghar,401402.0,MAHARASHTRA,Kirana / Grocery / General Store
29,2309,14664,17,2698,12,0,0,Regular,8,0,3,1,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
30,2310,13641,19,2472,16,0,0,Regular,7,0,3,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
31,2311,16177,11,2534,15,0,0,Frequent,4,0,5,2,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
32,2312,22010,14,2401,12,0,0,Frequent,6,0,6,2,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
33,2314,14390,20,2911,15,0,0,Regular,6,0,4,0,Manor Road (Palghar E),Palghar,401404.0,MAHARASHTRA,Kirana / Grocery / General Store
34,2319,20586,17,3167,15,0,0,Frequent,6,0,4,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
35,2320,21578,19,3274,12,0,0,Frequent,5,0,4,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
36,2321,16007,17,2847,15,0,0,Frequent,7,0,3,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
37,2322,16595,19,2717,16,0,0,Regular,7,0,2,1,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
38,2325,15172,17,2613,15,0,0,Regular,5,0,2,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
39,2329,17550,19,2498,18,0,0,Regular,5,0,4,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
40,2330,26358,14,3195,12,0,0,Frequent,7,0,7,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
41,2332,46931,19,6966,17,0,0,Regular,7,0,2,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
42,2333,18164,17,3003,15,0,0,Regular,7,0,3,1,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
43,2334,11836,14,2500,14,0,0,Regular,9,0,3,0,Manor Road (Palghar E),Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
44,2336,16664,13,1879,10,0,0,Frequent,10,0,6,0,Manor Town,Boisar,401303.0,MAHARASHTRA,Kirana / Grocery / General Store
45,2337,12192,9,2062,11,0,0,Frequent,4,0,9,0,Manor Town,Boisar,401303.0,MAHARASHTRA,Kirana / Grocery / General Store
46,2338,15340,10,2307,15,0,0,Regular,5,0,6,0,Manor Town,Boisar,401303.0,MAHARASHTRA,Kirana / Grocery / General Store
47,2339,17264,15,2050,15,0,0,Regular,6,0,5,0,Manor Town,Boisar,401303.0,MAHARASHTRA,Kirana / Grocery / General Store
48,2340,16166,18,2585,11,0,0,Regular,5,0,5,0,Manor Town,Boisar,401303.0,MAHARASHTRA,Kirana / Grocery / General Store
49,2341,22966,16,2550,11,0,0,Frequent,7,0,6,1,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
50,2342,15957,11,3034,18,0,0,Regular,5,0,4,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
51,2344,15218,8,2096,18,0,0,Regular,4,0,5,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
52,2345,16333,11,2358,16,0,0,Regular,6,0,4,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
53,2346,18612,20,3168,18,0,0,Frequent,5,0,4,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
54,2347,12699,14,2347,18,0,0,Frequent,5,0,3,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
55,2348,11670,20,2821,16,0,0,Regular,8,0,2,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
56,2349,16100,10,2194,8,0,0,Regular,5,0,4,0,Manor Town,Boisar,401403.0,MAHARASHTRA,Kirana / Grocery / General Store
57,2350,24580,19,4449,17,0,0,Regular,5,0,3,0,Manor Town,Boisar,401303.0,MAHARASHTRA,Kirana / Grocery / General Store
58,2351,20284,11,3286,17,0,0,Regular,4,0,4,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
59,2352,15484,12,2842,19,0,0,Regular,5,0,3,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
60,2353,10774,12,2203,19,0,0,Occasional,4,0,4,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
61,2354,15273,9,1817,13,0,0,Regular,6,0,6,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
62,2355,22845,13,3230,16,0,0,Regular,4,0,6,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
63,2356,17840,11,2389,13,0,0,Regular,5,0,4,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
64,2357,10674,12,1980,23,0,0,Regular,3,0,4,0,Manor Town,Boisar,401303.0,MAHARASHTRA,Kirana / Grocery / General Store
65,2358,7103,5,1555,17,0,0,Regular,2,0,5,0,Manor Town,Boisar,401402.0,MAHARASHTRA,Kirana / Grocery / General Store
66,2359,14476,8,1936,16,0,0,Regular,5,0,5,0,Manor Town,Boisar,401403.0,MAHARASHTRA,Kirana / Grocery / General Store
67,2361,16364,8,2086,15,0,0,Frequent,4,0,7,0,Manor Town,Boisar,401403.0,MAHARASHTRA,Kirana / Grocery / General Store
68,2364,8707,10,2184,27,0,0,Regular,3,0,3,0,Manor Town,Boisar,401303.0,MAHARASHTRA,Kirana / Grocery / General Store
69,2366,9392,6,1696,13,0,0,Regular,4,0,5,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
70,2368,7718,10,1754,21,0,0,Regular,4,0,3,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
71,2376,7882,5,1871,19,0,0,Regular,2,0,4,0,Manor Town,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
72,2377,8627,13,1518,17,0,0,Regular,8,0,1,0,Manor Town,Boisar,401403.0,MAHARASHTRA,Kirana / Grocery / General Store
73,2379,36659,12,2856,9,0,0,Frequent,9,0,9,0,Boisar Bhaji Market,Boisar,401402.0,MAHARASHTRA,Kirana / Grocery / General Store
74,2380,31696,13,2356,11,0,0,Frequent,9,0,6,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
75,2381,28070,17,2875,13,0,0,Frequent,7,0,5,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
76,2385,24305,13,2776,10,0,0,Frequent,4,0,6,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
77,2386,33452,14,3041,9,0,0,Frequent,6,0,5,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
78,2387,27972,14,3108,11,0,0,Frequent,3,0,6,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
79,2388,29747,16,3579,14,0,0,Frequent,4,0,5,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
80,2389,23094,19,2743,16,0,0,Regular,8,0,2,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
81,2390,25921,17,2693,15,0,0,Regular,8,0,3,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
82,2391,33845,18,3654,11,0,0,Frequent,6,0,4,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
83,2392,30386,21,3159,11,0,0,Frequent,6,0,4,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
84,2393,34989,17,4358,9,0,0,Frequent,11,0,7,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
85,2394,31415,21,3682,13,0,0,Frequent,7,0,4,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
86,2395,42301,19,3909,10,0,0,Frequent,11,0,5,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
87,2396,24010,14,3412,20,0,0,Regular,5,0,2,1,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
88,2397,23733,19,3447,15,0,0,Regular,7,0,4,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
89,2398,0,1,1900,4,0,0,Frequent,0,0,3,0,Manpada - Dnyaneshwar Nagar (Thane W),,,,
90,2399,35928,19,3804,11,0,0,Frequent,6,0,4,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
91,2400,22951,23,2945,16,0,0,Regular,6,0,3,1,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
92,2401,19214,23,2903,16,0,0,Regular,7,0,2,1,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
93,2402,27736,19,3107,16,0,0,Frequent,6,0,4,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
94,2403,25996,9,3483,17,0,0,Regular,5,0,4,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
95,2404,17885,21,3157,25,0,0,Occasional,5,0,1,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
96,2405,19691,21,3708,20,0,0,Frequent,6,0,1,0,Boisar Bhaji Market,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
97,2419,28828,19,4119,11,0,0,Frequent,12,0,3,0,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
98,2420,27101,12,3695,16,0,0,Frequent,5,0,5,0,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
99,2421,10210,14,2696,13,0,0,Regular,8,0,4,0,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
100,2422,15974,18,3254,16,0,0,Regular,7,0,3,0,Chinchani - Tarapur,Boisar,401502.0,MAHARASHTRA,Kirana / Grocery / General Store
101,2423,26041,33,4452,20,0,0,Regular,6,0,2,0,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
102,2424,15552,9,3026,25,0,0,Regular,4,0,3,0,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
103,2425,15437,5,2572,16,0,0,Frequent,2,0,4,0,Chinchani - Tarapur,Boisar,401502.0,MAHARASHTRA,Kirana / Grocery / General Store
104,2426,16505,9,3400,23,0,0,Regular,3,0,4,0,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
105,2427,28475,16,4370,15,0,0,Regular,2,0,5,0,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
106,2429,21887,12,3510,19,0,0,Regular,3,0,3,1,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
107,2431,14388,12,1764,13,0,0,Regular,8,0,4,1,Chinchani - Tarapur,Boisar,,MAHARASHTRA,Kirana / Grocery / General Store
108,2432,22775,15,3937,16,0,0,Regular,5,0,3,1,Chinchani - Tarapur,Boisar,401502.0,MAHARASHTRA,Kirana / Grocery / General Store
109,2433,13530,10,2337,20,0,0,Regular,4,0,4,0,Chinchani - Tarapur,Boisar,401502.0,MAHARASHTRA,Kirana / Grocery / General Store
110,2442,19396,12,2729,20,0,0,Frequent,4,0,4,0,Chinchani - Tarapur,Boisar,401502.0,MAHARASHTRA,Kirana / Grocery / General Store
111,2445,16298,12,2119,15,0,0,Frequent,7,0,3,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
112,2446,19308,11,2037,14,0,0,Frequent,8,0,3,1,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
113,2447,21626,17,2979,13,0,0,Frequent,6,0,3,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
114,2448,14866,14,2314,14,0,0,Frequent,6,0,2,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
115,2449,10431,16,2499,22,0,0,Occasional,5,0,2,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
116,2450,15122,15,2327,21,0,0,Occasional,6,0,2,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
117,2451,18752,10,2652,16,0,0,Frequent,5,0,3,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
118,2452,14807,21,3536,17,0,0,Regular,6,0,3,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
119,2453,9474,8,1843,22,0,0,Occasional,3,0,4,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
120,2454,13500,8,1763,16,0,0,Regular,5,0,5,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
121,2458,11529,14,2172,22,0,0,Frequent,6,0,1,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
122,2460,14638,18,3020,19,0,0,Regular,6,0,2,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
123,2461,11525,10,1742,9,0,0,Frequent,5,0,2,1,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
124,2462,20460,18,3315,15,0,0,Regular,7,0,3,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
125,2465,19169,13,2500,16,0,0,Regular,6,0,4,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
126,2466,14703,13,2824,19,0,0,Frequent,5,0,3,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
127,2467,4288,10,3285,18,0,0,Regular,3,0,1,1,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
128,2468,6644,12,1444,17,0,0,Frequent,6,0,1,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
129,2470,15114,13,2711,17,0,0,Frequent,5,0,4,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
130,2472,12488,7,1814,17,0,0,Frequent,3,0,6,0,Saphale,Palghar,401102.0,MAHARASHTRA,Kirana / Grocery / General Store
131,2473,15735,7,2314,17,0,0,Regular,3,0,6,0,Saphale,Palghar,401402.0,MAHARASHTRA,Kirana / Grocery / General Store
132,2474,7733,21,2500,30,0,0,Regular,4,0,1,0,Saphale,Palghar,401102.0,MAHARASHTRA,Kirana / Grocery / General Store
133,2475,12014,7,2918,18,0,0,Frequent,2,0,4,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
134,2477,11046,8,3122,25,0,0,Occasional,2,0,4,0,Saphale,Palghar,,MAHARASHTRA,Kirana / Grocery / General Store
135,2786,45265,12,2028,9,0,0,Frequent,8,0,8,1,Arnala (Virar W),Virar,401203.0,MAHARASHTRA,Kirana / Grocery / General Store
136,2787,0,12,2033,9,0,0,Frequent,8,0,8,1,Arnala (Virar W),,,,
137,2788,0,12,2011,9,0,0,Frequent,7,0,9,1,Arnala (Virar W),,,,
138,2789,0,9,2078,9,0,0,Frequent,6,0,11,1,Arnala (Virar W),,,,
139,2790,0,10,2048,9,0,0,Frequent,7,0,10,1,Arnala (Virar W),,,,
140,2791,0,9,2058,9,0,0,Frequent,6,0,11,1,Arnala (Virar W),,,,
141,2792,0,7,2086,9,0,0,Frequent,4,0,13,1,Arnala (Virar W),,,,
142,2793,0,7,2218,9,0,0,Frequent,3,0,14,0,Arnala (Virar W),,,,
143,2794,0,8,2223,9,0,0,Frequent,3,0,14,0,Arnala (Virar W),,,,
144,2795,0,6,2242,9,0,0,Frequent,2,0,15,0,Arnala (Virar W),,,,
145,2796,0,5,2264,9,0,0,Frequent,1,0,16,0,Arnala (Virar W),,,,
146,2797,0,7,2269,9,0,0,Frequent,4,0,13,0,Arnala (Virar W),,,,
147,2798,0,7,2329,9,0,0,Frequent,4,0,13,0,Arnala (Virar W),,,,
148,2799,0,7,2333,9,0,0,Frequent,5,0,13,0,Arnala (Virar W),,,,
149,2800,0,6,2296,9,0,0,Frequent,4,0,14,0,Arnala (Virar W),,,,
150,2810,28868,3,1192,8,0,0,Frequent,1,0,8,10,Arnala (Virar W),Virar,401204.0,MAHARASHTRA,Kirana / Grocery / General Store
151,2815,0,3,712,8,0,0,Frequent,1,0,4,14,Arnala (Virar W),,,,
152,2893,0,8,1482,9,0,0,Frequent,8,0,5,5,Chandansar (Virar E),,,,
153,2894,0,8,1606,10,0,0,Frequent,8,0,6,3,Sainath Nagar (Virar E),,,,
154,2895,0,7,1442,9,0,0,Frequent,7,0,6,5,Chandansar (Virar E),,,,
155,2896,37330,7,1573,9,0,0,Frequent,7,0,7,4,Chandansar (Virar E),Virar East,401202.0,MAHARASHTRA,Kirana / Grocery / General Store
156,2897,31505,6,1458,9,0,0,Frequent,6,0,7,5,Chandansar (Virar E),Virar East,401202.0,MAHARASHTRA,Kirana / Grocery / General Store
157,2898,0,6,1482,9,0,0,Frequent,5,0,8,5,Sainath Nagar (Virar E),,,,
158,2899,33320,6,1561,10,0,0,Frequent,5,0,8,4,Chandansar (Virar E),Virar East,401202.0,MAHARASHTRA,Kirana / Grocery / General Store
159,2900,28253,6,1578,10,0,0,Frequent,4,0,8,4,Chandansar (Virar E),Virar East,401202.0,MAHARASHTRA,Kirana / Grocery / General Store
160,2901,0,7,1776,14,0,0,Regular,4,0,7,1,Chandansar (Virar E),,,,
161,2902,0,6,1848,14,0,0,Regular,4,0,7,1,Chandansar (Virar E),,,,
162,2903,29056,6,1993,14,0,0,Regular,3,0,8,0,Chandansar (Virar E),Virar East,401202.0,MAHARASHTRA,Kirana / Grocery / General Store
163,2904,0,6,1955,13,0,0,Regular,3,0,9,0,Chandansar (Virar E),,,,
164,2905,0,5,1945,14,0,0,Regular,2,0,9,0,Chandansar (Virar E),,,,
165,2906,0,7,1825,12,0,0,Regular,4,0,9,0,Chandansar (Virar E),,,,
166,2907,0,6,1805,13,0,0,Regular,3,0,9,0,Chandansar (Virar E),,,,
167,2908,0,6,1825,11,0,0,Frequent,3,0,11,0,Chandansar (Virar E),,,,
168,2909,24647,9,1989,16,0,0,Frequent,5,0,5,0,Chandansar (Virar E),Virar East,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
169,2910,0,9,1815,14,0,0,Frequent,6,0,5,1,Sainath Nagar (Virar E),,,,
170,2911,29301,10,1892,12,0,0,Frequent,8,0,5,1,Chandansar (Virar E),Virar East,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
171,2912,0,11,1664,12,0,0,Regular,8,0,3,2,Sainath Nagar (Virar E),,,,
172,2913,28139,10,1848,12,0,0,Regular,7,0,6,0,Chandansar (Virar E),Virar East,401305.0,MAHARASHTRA,Kirana / Grocery / General Store
173,2914,27543,10,1904,13,0,0,Regular,7,0,5,0,Chandansar (Virar E),Virar East,401305.0,MAHARASHTRA,Kirana / Grocery / General Store
174,2930,0,9,1626,9,0,0,Frequent,8,0,7,3,Evershine City 1 (Vasai E),,,,
175,2931,36481,10,1642,8,0,0,Frequent,11,0,5,3,Evershine City 1 (Vasai E),Vasai,401202.0,MAHARASHTRA,Kirana / Grocery / General Store
176,2932,0,10,1609,8,0,0,Frequent,12,0,3,4,Evershine City 1 (Vasai E),,,,
177,2933,0,10,1679,8,0,0,Frequent,13,0,5,3,Link Road - Evershine City (Vasai E),,,,
178,2934,0,10,1622,8,0,0,Frequent,13,0,4,3,Evershine City 1 (Vasai E),,,,
179,2935,0,8,1524,8,0,0,Frequent,10,0,6,5,Evershine City 1 (Vasai E),,,,
180,2936,0,8,1563,8,0,0,Frequent,10,0,7,3,Evershine City 1 (Vasai E),,,,
181,2937,35311,7,1496,8,0,0,Frequent,8,0,6,6,Link Road - Evershine City (Vasai E),Vasai,401202.0,MAHARASHTRA,Kirana / Grocery / General Store
182,2939,0,7,1612,9,0,0,Frequent,7,0,8,3,Evershine City 1 (Vasai E),,,,
183,2942,0,7,1620,9,0,0,Frequent,7,0,7,3,Evershine City 1 (Vasai E),,,,
184,2943,0,7,1720,9,0,0,Frequent,7,0,8,2,Link Road - Evershine City (Vasai E),,,,
185,2944,0,5,1577,11,0,0,Frequent,5,0,7,3,Evershine City 1 (Vasai E),,,,
186,2946,0,6,1633,11,0,0,Frequent,6,0,6,3,Link Road - Evershine City (Vasai E),,,,
187,2947,0,7,1874,11,0,0,Frequent,5,0,7,1,Link Road - Evershine City (Vasai E),,,,
188,2948,0,9,1771,11,0,0,Frequent,6,1,5,1,Evershine City 1 (Vasai E),,,,
189,2949,0,8,1658,14,0,0,Regular,6,0,4,2,Evershine City 1 (Vasai E),,,,
190,2953,0,7,1699,13,0,0,Frequent,5,0,5,3,Evershine City 1 (Vasai E),,,,
191,2957,0,7,1653,14,0,0,Regular,4,0,5,3,Evershine City 1 (Vasai E),,,,
192,2958,27095,7,1811,14,0,0,Regular,3,0,7,2,Link Road - Evershine City (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
193,2959,28257,7,1905,14,0,0,Regular,4,0,7,1,Evershine City 1 (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
194,2960,26522,13,2984,14,0,0,Regular,4,0,7,1,Link Road - Evershine City (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
195,2961,30082,6,1930,14,0,0,Regular,2,0,10,0,Evershine City 1 (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
196,2962,27918,6,1767,12,0,0,Regular,3,0,8,1,Evershine City 1 (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
197,2963,34125,6,1764,12,0,0,Regular,3,0,9,1,Link Road - Evershine City (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
198,2964,28263,5,1645,12,0,0,Regular,3,0,9,2,Evershine City 1 (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
199,2965,31086,5,1742,12,0,0,Regular,3,0,9,1,Evershine City 1 (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
200,2966,28519,5,1619,11,0,0,Frequent,3,0,10,2,Evershine City 1 (Vasai E),Vasai,222222.0,MAHARASHTRA,Kirana / Grocery / General Store
201,3111,0,1457,260780,5,1,1,Frequent,19,0,0,0,,,,,
202,3114,0,1587,283566,5,1,1,Frequent,18,0,0,0,,,,,
203,4694,0,2,1208,7,0,0,Frequent,0,0,5,4,Louis Wadi (Thane W),Dombivli,,MAHARASHTRA,Kirana / Grocery / General Store
204,4703,0,2,1172,7,0,0,Frequent,0,0,4,4,Louis Wadi (Thane W),Dombivli,,MAHARASHTRA,Kirana / Grocery / General Store
205,4709,0,3,1166,6,0,0,Frequent,0,0,5,5,Louis Wadi (Thane W),Dombivli,,MAHARASHTRA,Kirana / Grocery / General Store
